ActivityID,LeadID,OpportunityID,AccountID,UserID,ActivityType,ActivityDate,Status
ACT001572,LEAD007335,OPP02964,ACC00527,USR0039,Email,2022-10-27,Completed
ACT001573,LEAD019948,OPP08117,ACC01514,USR0134,Call,2024-12-01,Scheduled
ACT001574,LEAD017979,OPP07326,ACC00785,USR0191,Meeting,2024-02-07,Cancelled
ACT001575,LEAD033698,OPP13786,ACC00080,USR0039,Meeting,2023-10-01,Scheduled
ACT001576,LEAD048954,,ACC03094,USR0103,Demo,2024-02-07,Cancelled
ACT001577,LEAD000367,,ACC02710,USR0191,Call,2022-09-04,Cancelled
ACT001578,LEAD000420,OPP00165,ACC00950,USR0134,Email,2024-06-01,Scheduled
ACT001579,LEAD020193,,ACC04877,USR0113,Follow-up,2023-08-24,Scheduled
ACT001580,LEAD042409,OPP17318,ACC00852,USR0113,Demo,2022-06-26,Cancelled
ACT001581,LEAD003193,,ACC03228,USR0072,Meeting,2024-03-18,Scheduled
ACT001582,LEAD020371,,ACC02650,USR0115,Meeting,2023-04-09,Cancelled
ACT001583,LEAD007801,OPP03157,ACC03996,USR0115,Call,2022-09-27,Scheduled
ACT001584,LEAD006582,OPP02676,ACC03576,USR0039,Demo,2022-06-19,Completed
ACT001585,LEAD054620,,ACC01020,USR0134,Follow-up,2024-08-07,Completed
ACT001586,LEAD045092,,ACC04913,USR0068,Email,2025-06-25,Cancelled
ACT001587,LEAD053097,OPP21740,ACC04247,USR0103,Email,2023-08-12,Scheduled
ACT001588,LEAD047845,OPP19588,ACC03718,USR0039,Demo,2023-08-07,Cancelled
ACT001589,LEAD009503,,ACC02049,USR0134,Call,2024-08-04,Scheduled
ACT001590,LEAD059423,,ACC01820,USR0072,Email,2024-05-26,Cancelled
ACT001591,LEAD013351,OPP05429,ACC04868,USR0134,Follow-up,2025-01-14,Completed
ACT001592,LEAD013974,,ACC01271,USR0039,Meeting,2023-01-18,Cancelled
ACT001593,LEAD006765,,ACC03240,USR0072,Meeting,2022-10-04,Cancelled
ACT001594,LEAD014724,,ACC04209,USR0039,Meeting,2023-12-24,Scheduled
ACT001595,LEAD018887,,ACC03363,USR0113,Demo,2023-07-25,Scheduled
ACT001596,LEAD008896,OPP03602,ACC03479,USR0103,Meeting,2025-01-12,Completed
ACT001597,LEAD020872,,ACC00360,USR0115,Meeting,2025-01-06,Cancelled
ACT001598,LEAD005175,OPP02125,ACC03848,USR0039,Follow-up,2023-08-01,Scheduled
ACT001599,LEAD060348,OPP24654,ACC01359,USR0103,Call,2022-11-19,Completed
ACT001600,LEAD006897,,ACC03673,USR0039,Meeting,2024-01-21,Cancelled
ACT001601,LEAD054457,,ACC02960,USR0191,Follow-up,2024-07-28,Cancelled
ACT001602,LEAD027836,OPP11383,ACC02772,USR0103,Meeting,2023-01-07,Cancelled
ACT001603,LEAD047944,,ACC04079,USR0039,Demo,2023-07-17,Completed
ACT001604,LEAD046242,,ACC02013,USR0103,Meeting,2022-03-28,Cancelled
ACT001605,LEAD008104,,ACC02019,USR0024,Meeting,2023-12-28,Scheduled
ACT001606,LEAD030578,,ACC03373,USR0039,Meeting,2025-03-30,Completed
ACT001607,LEAD035476,OPP14504,ACC04893,USR0113,Follow-up,2023-02-05,Completed
ACT001608,LEAD055443,OPP22661,ACC03177,USR0039,Call,2025-04-15,Cancelled
ACT001609,LEAD060886,,ACC00107,USR0115,Meeting,2023-04-18,Cancelled
ACT001610,LEAD046106,OPP18850,ACC01019,USR0068,Call,2022-04-08,Cancelled
ACT001611,LEAD055159,,ACC03020,USR0103,Meeting,2024-07-26,Scheduled
ACT001612,LEAD010725,OPP04392,ACC00875,USR0039,Demo,2024-10-10,Scheduled
ACT001613,LEAD023423,,ACC00353,USR0068,Call,2024-01-02,Cancelled
ACT001614,LEAD017834,,ACC02956,USR0191,Follow-up,2024-03-15,Completed
ACT001615,LEAD032823,,ACC04770,USR0068,Email,2023-07-10,Cancelled
ACT001616,LEAD043676,OPP17835,ACC01001,USR0103,Demo,2023-06-07,Cancelled
ACT001617,LEAD061191,,ACC04298,USR0072,Follow-up,2023-04-15,Scheduled
ACT001618,LEAD057970,,ACC03856,USR0103,Email,2023-09-25,Cancelled
ACT001619,LEAD044597,OPP18231,ACC03021,USR0191,Follow-up,2025-05-01,Completed
ACT001620,LEAD000823,,ACC02973,USR0191,Call,2024-12-12,Scheduled
ACT001621,LEAD016007,OPP06527,ACC03701,USR0113,Meeting,2022-10-07,Cancelled
ACT001622,LEAD013320,,ACC02955,USR0191,Follow-up,2025-01-20,Completed
ACT001623,LEAD004415,OPP01818,ACC01833,USR0115,Meeting,2023-07-22,Cancelled
ACT001624,LEAD050837,,ACC02210,USR0134,Email,2022-12-04,Scheduled
ACT001625,LEAD060111,,ACC01995,USR0068,Meeting,2022-11-03,Scheduled
ACT001626,LEAD053154,,ACC04058,USR0113,Meeting,2023-07-17,Scheduled
ACT001627,LEAD001325,OPP00542,ACC03902,USR0072,Follow-up,2024-12-10,Scheduled
ACT001628,LEAD012720,,ACC03859,USR0068,Call,2023-09-21,Scheduled
ACT001629,LEAD051671,OPP21165,ACC03698,USR0039,Follow-up,2023-09-23,Cancelled
ACT001630,LEAD000521,,ACC01615,USR0103,Call,2024-07-01,Scheduled
ACT001631,LEAD039639,,ACC01315,USR0024,Email,2023-01-14,Cancelled
ACT001632,LEAD024218,,ACC00428,USR0134,Demo,2022-06-22,Cancelled
ACT001633,LEAD052809,,ACC01210,USR0113,Demo,2023-07-27,Completed
ACT001634,LEAD056219,,ACC03995,USR0024,Email,2023-05-09,Completed
ACT001635,LEAD048972,,ACC01172,USR0115,Meeting,2024-04-13,Scheduled
ACT001636,LEAD015987,,ACC03862,USR0115,Demo,2022-10-19,Completed
ACT001637,LEAD054795,,ACC01362,USR0103,Email,2024-03-29,Completed
ACT001638,LEAD034802,OPP14229,ACC03886,USR0191,Meeting,2023-02-08,Cancelled
ACT001639,LEAD046961,,ACC01792,USR0191,Meeting,2022-12-16,Cancelled
ACT001640,LEAD022657,,ACC00525,USR0039,Call,2023-11-19,Scheduled
ACT001641,LEAD007165,OPP02896,ACC02355,USR0191,Email,2023-12-27,Completed
ACT001642,LEAD054925,,ACC03600,USR0191,Email,2024-04-06,Scheduled
ACT001643,LEAD030676,OPP12566,ACC04111,USR0115,Call,2025-04-26,Completed
ACT001644,LEAD056101,,ACC04763,USR0191,Demo,2023-03-21,Cancelled
ACT001645,LEAD061071,,ACC01802,USR0024,Demo,2023-03-31,Scheduled
ACT001646,LEAD058181,,ACC04423,USR0024,Demo,2023-09-19,Completed
ACT001647,LEAD001938,OPP00804,ACC02411,USR0113,Follow-up,2024-09-24,Completed
ACT001648,LEAD044578,,ACC03782,USR0103,Meeting,2025-05-24,Completed
ACT001649,LEAD023418,,ACC00002,USR0134,Meeting,2023-12-17,Cancelled
ACT001650,LEAD009380,,ACC02450,USR0103,Call,2024-09-07,Cancelled
ACT001651,LEAD044627,,ACC01457,USR0072,Email,2025-03-26,Completed
ACT001652,LEAD007671,,ACC03984,USR0103,Meeting,2022-11-19,Scheduled
ACT001653,LEAD037314,,ACC04589,USR0072,Call,2025-06-30,Scheduled
ACT001654,LEAD033307,,ACC00609,USR0024,Follow-up,2025-04-19,Scheduled
ACT001655,LEAD045494,,ACC02473,USR0068,Call,2023-04-25,Completed
ACT001656,LEAD037755,OPP15396,ACC01676,USR0191,Meeting,2024-09-28,Scheduled
ACT001657,LEAD030853,,ACC04169,USR0068,Follow-up,2025-04-06,Cancelled
ACT001658,LEAD009374,OPP03794,ACC01079,USR0191,Meeting,2024-08-05,Scheduled
ACT001659,LEAD009605,,ACC04441,USR0115,Email,2024-09-25,Scheduled
ACT001660,LEAD021234,,ACC01700,USR0115,Demo,2025-02-14,Scheduled
ACT001661,LEAD015783,OPP06435,ACC04999,USR0103,Email,2022-10-14,Completed
ACT001662,LEAD025088,OPP10229,ACC03064,USR0134,Demo,2024-05-17,Completed
ACT001663,LEAD014551,,ACC02749,USR0039,Email,2023-11-30,Cancelled
ACT001664,LEAD057838,,ACC02668,USR0024,Email,2023-09-25,Cancelled
ACT001665,LEAD040187,,ACC02875,USR0068,Follow-up,2023-02-06,Cancelled
ACT001666,LEAD054138,,ACC04343,USR0103,Call,2024-07-08,Scheduled
ACT001667,LEAD008994,,ACC01697,USR0024,Call,2025-03-28,Scheduled
ACT001668,LEAD045875,,ACC03845,USR0072,Meeting,2023-12-18,Cancelled
ACT001669,LEAD018500,,ACC03739,USR0113,Call,2023-07-20,Cancelled
ACT001670,LEAD061724,OPP25236,ACC04236,USR0113,Call,2022-03-15,Cancelled
ACT001671,LEAD026246,OPP10723,ACC02696,USR0115,Call,2025-04-07,Completed
ACT001672,LEAD048687,,ACC04066,USR0115,Call,2023-12-25,Scheduled
ACT001673,LEAD014987,OPP06124,ACC02222,USR0068,Demo,2024-04-08,Completed
ACT001674,LEAD014046,,ACC03833,USR0113,Meeting,2022-09-24,Scheduled
ACT001675,LEAD051195,,ACC03212,USR0024,Email,2024-06-03,Completed
ACT001676,LEAD016149,,ACC02472,USR0039,Call,2023-09-09,Scheduled
ACT001677,LEAD004887,OPP01993,ACC00350,USR0115,Call,2023-08-16,Cancelled
ACT001678,LEAD002559,,ACC03379,USR0039,Meeting,2023-06-23,Cancelled
ACT001679,LEAD041339,,ACC04345,USR0113,Email,2023-05-09,Scheduled
ACT001680,LEAD038854,OPP15858,ACC02763,USR0024,Call,2023-02-21,Cancelled
ACT001681,LEAD026029,OPP10626,ACC02566,USR0068,Follow-up,2025-04-23,Completed
ACT001682,LEAD018385,,ACC02700,USR0039,Call,2023-06-22,Completed
ACT001683,LEAD002060,,ACC01072,USR0115,Email,2024-10-28,Cancelled
ACT001684,LEAD041893,OPP17125,ACC03527,USR0115,Meeting,2022-10-16,Cancelled
ACT001685,LEAD034420,OPP14080,ACC02561,USR0039,Meeting,2024-01-07,Cancelled
ACT001686,LEAD022651,,ACC00666,USR0024,Meeting,2023-11-06,Completed
ACT001687,LEAD010735,,ACC03898,USR0039,Follow-up,2024-10-10,Scheduled
ACT001688,LEAD003703,,ACC04616,USR0024,Email,2024-11-11,Cancelled
ACT001689,LEAD019161,OPP07791,ACC03487,USR0134,Demo,2024-12-19,Scheduled
ACT001690,LEAD039363,,ACC00182,USR0115,Call,2022-10-06,Completed
ACT001691,LEAD059314,,ACC04254,USR0113,Call,2024-05-13,Completed
ACT001692,LEAD043890,,ACC04601,USR0115,Follow-up,2025-07-01,Cancelled
ACT001693,LEAD035168,,ACC02528,USR0068,Email,2023-03-04,Completed
ACT001694,LEAD052530,,ACC02011,USR0191,Follow-up,2023-07-12,Completed
ACT001695,LEAD026930,,ACC00722,USR0068,Call,2023-10-15,Scheduled
ACT001696,LEAD019699,OPP08021,ACC03988,USR0103,Email,2024-08-29,Scheduled
ACT001697,LEAD061001,,ACC02158,USR0072,Meeting,2023-04-06,Scheduled
ACT001698,LEAD006953,,ACC00594,USR0113,Call,2023-12-17,Completed
ACT001699,LEAD035288,,ACC01351,USR0191,Call,2022-12-28,Scheduled
ACT001700,LEAD038084,,ACC03688,USR0039,Meeting,2024-10-13,Scheduled
ACT001701,LEAD034288,OPP14031,ACC03434,USR0103,Call,2024-01-13,Completed
ACT001702,LEAD014515,OPP05912,ACC04479,USR0039,Call,2024-02-01,Completed
ACT001703,LEAD058276,OPP23815,ACC00555,USR0191,Email,2023-07-08,Cancelled
ACT001704,LEAD040391,,ACC00133,USR0024,Email,2023-02-22,Scheduled
ACT001705,LEAD054738,,ACC00318,USR0134,Demo,2024-05-21,Cancelled
ACT001706,LEAD006486,OPP02639,ACC03643,USR0113,Call,2022-06-18,Scheduled
ACT001707,LEAD048936,,ACC03979,USR0115,Meeting,2023-12-13,Completed
ACT001708,LEAD007741,OPP03133,ACC01897,USR0072,Demo,2022-11-23,Scheduled
ACT001709,LEAD011891,OPP04831,ACC00062,USR0191,Meeting,2024-05-18,Scheduled
ACT001710,LEAD044645,,ACC00959,USR0024,Demo,2025-08-05,Scheduled
ACT001711,LEAD043929,,ACC02502,USR0103,Email,2022-07-10,Completed
ACT001712,LEAD017165,OPP07003,ACC04107,USR0134,Call,2022-12-23,Completed
ACT001713,LEAD059013,OPP24129,ACC03953,USR0039,Demo,2025-02-15,Cancelled
ACT001714,LEAD041572,,ACC04494,USR0068,Follow-up,2023-09-18,Cancelled
ACT001715,LEAD045571,OPP18629,ACC01510,USR0191,Email,2023-05-09,Cancelled
ACT001716,LEAD016841,OPP06871,ACC01085,USR0115,Meeting,2022-12-20,Cancelled
ACT001717,LEAD020934,OPP08521,ACC04050,USR0068,Email,2024-12-21,Scheduled
ACT001718,LEAD052832,,ACC03528,USR0134,Demo,2023-06-11,Completed
ACT001719,LEAD026712,,ACC03323,USR0113,Demo,2023-07-14,Scheduled
ACT001720,LEAD008324,,ACC04706,USR0103,Call,2022-07-14,Scheduled
ACT001721,LEAD057238,,ACC03481,USR0024,Meeting,2023-01-29,Completed
ACT001722,LEAD003222,,ACC04143,USR0039,Follow-up,2024-02-21,Cancelled
ACT001723,LEAD015871,,ACC03847,USR0103,Follow-up,2022-10-27,Completed
ACT001724,LEAD025525,OPP10421,ACC00676,USR0072,Meeting,2025-04-22,Cancelled
ACT001725,LEAD025408,,ACC01158,USR0068,Follow-up,2025-04-09,Completed
ACT001726,LEAD057748,OPP23584,ACC03681,USR0072,Email,2023-07-11,Scheduled
ACT001727,LEAD024863,OPP10127,ACC04550,USR0068,Demo,2024-06-15,Completed
ACT001728,LEAD015255,OPP06230,ACC03965,USR0134,Follow-up,2024-05-15,Cancelled
ACT001729,LEAD026924,,ACC04296,USR0103,Call,2023-11-07,Cancelled
ACT001730,LEAD010828,,ACC02461,USR0115,Email,2024-10-16,Cancelled
ACT001731,LEAD030776,,ACC03791,USR0191,Demo,2025-04-13,Scheduled
ACT001732,LEAD021576,,ACC00042,USR0103,Email,2025-02-12,Completed
ACT001733,LEAD041393,,ACC02938,USR0191,Demo,2023-09-17,Scheduled
ACT001734,LEAD038237,,ACC02706,USR0024,Meeting,2024-12-14,Scheduled
ACT001735,LEAD042777,,ACC02748,USR0191,Follow-up,2023-11-19,Completed
ACT001736,LEAD007962,OPP03227,ACC01055,USR0024,Demo,2022-10-29,Scheduled
ACT001737,LEAD023541,OPP09588,ACC03383,USR0024,Email,2023-12-30,Completed
ACT001738,LEAD009246,,ACC02746,USR0103,Demo,2025-04-14,Cancelled
ACT001739,LEAD048117,,ACC02159,USR0068,Call,2023-07-21,Scheduled
ACT001740,LEAD031089,,ACC02536,USR0191,Meeting,2024-06-10,Completed
ACT001741,LEAD056593,,ACC00863,USR0134,Call,2023-04-20,Completed
ACT001742,LEAD058917,OPP24091,ACC00536,USR0115,Demo,2025-02-08,Completed
ACT001743,LEAD040227,,ACC02950,USR0103,Follow-up,2023-02-21,Completed
ACT001744,LEAD033581,,ACC04112,USR0024,Call,2023-11-14,Cancelled
ACT001745,LEAD047620,OPP19494,ACC00035,USR0024,Meeting,2025-04-15,Cancelled
ACT001746,LEAD008297,,ACC01362,USR0072,Email,2022-07-30,Cancelled
ACT001747,LEAD010335,,ACC00622,USR0024,Demo,2022-11-01,Scheduled
ACT001748,LEAD046507,,ACC03596,USR0134,Call,2025-04-02,Completed
ACT001749,LEAD055510,,ACC04084,USR0191,Demo,2025-05-09,Scheduled
ACT001750,LEAD038735,OPP15803,ACC01968,USR0134,Follow-up,2023-01-24,Cancelled
ACT001751,LEAD002770,,ACC02728,USR0024,Meeting,2023-05-03,Cancelled
ACT001752,LEAD044613,,ACC04179,USR0134,Call,2025-07-27,Completed
ACT001753,LEAD029516,,ACC04432,USR0115,Email,2022-05-11,Completed
ACT001754,LEAD033840,,ACC01556,USR0072,Meeting,2023-10-16,Cancelled
ACT001755,LEAD013680,OPP05564,ACC02423,USR0068,Meeting,2023-03-11,Cancelled
ACT001756,LEAD009341,,ACC00526,USR0024,Meeting,2025-05-05,Cancelled
ACT001757,LEAD046440,OPP19008,ACC02999,USR0072,Call,2022-05-05,Completed
ACT001758,LEAD004495,,ACC02818,USR0024,Email,2023-08-16,Cancelled
ACT001759,LEAD007230,,ACC00759,USR0115,Demo,2024-01-10,Completed
ACT001760,LEAD043212,,ACC02700,USR0039,Follow-up,2023-10-02,Completed
ACT001761,LEAD052015,OPP21315,ACC02638,USR0115,Call,2023-10-01,Scheduled
ACT001762,LEAD048743,OPP19939,ACC03246,USR0103,Demo,2024-05-03,Completed
ACT001763,LEAD039293,OPP16040,ACC03813,USR0115,Meeting,2022-12-26,Completed
ACT001764,LEAD024467,,ACC04098,USR0068,Demo,2022-06-26,Completed
ACT001765,LEAD018851,OPP07677,ACC04178,USR0115,Follow-up,2023-08-05,Completed
ACT001766,LEAD022779,,ACC03689,USR0068,Demo,2023-12-04,Scheduled
ACT001767,LEAD055365,OPP22627,ACC00685,USR0113,Follow-up,2025-04-12,Cancelled
ACT001768,LEAD020298,,ACC00959,USR0115,Demo,2023-03-26,Completed
ACT001769,LEAD022603,,ACC04067,USR0115,Call,2023-12-20,Cancelled
ACT001770,LEAD059580,OPP24361,ACC02561,USR0191,Demo,2024-07-31,Cancelled
ACT001771,LEAD012739,,ACC04868,USR0103,Follow-up,2023-10-13,Completed
ACT001772,LEAD057921,,ACC01559,USR0134,Follow-up,2023-10-09,Completed
ACT001773,LEAD061527,OPP25136,ACC01095,USR0115,Email,2023-04-07,Completed
ACT001774,LEAD013893,OPP05655,ACC02463,USR0134,Follow-up,2022-12-08,Cancelled
ACT001775,LEAD023320,,ACC01513,USR0072,Meeting,2024-01-07,Cancelled
ACT001776,LEAD059485,OPP24323,ACC04375,USR0039,Demo,2024-05-27,Scheduled
ACT001777,LEAD033829,,ACC03408,USR0072,Email,2023-10-11,Scheduled
ACT001778,LEAD028168,,ACC02936,USR0134,Meeting,2024-09-29,Scheduled
ACT001779,LEAD009986,,ACC04094,USR0134,Email,2022-09-01,Completed
ACT001780,LEAD008768,,ACC00057,USR0113,Follow-up,2025-05-15,Cancelled
ACT001781,LEAD032916,,ACC02882,USR0115,Follow-up,2025-05-10,Scheduled
ACT001782,LEAD059363,,ACC04558,USR0068,Follow-up,2024-07-05,Scheduled
ACT001783,LEAD011445,OPP04647,ACC04584,USR0134,Follow-up,2024-05-17,Cancelled
ACT001784,LEAD036359,,ACC03980,USR0072,Email,2023-11-22,Completed
ACT001785,LEAD038701,OPP15790,ACC01943,USR0113,Meeting,2023-02-28,Cancelled
ACT001786,LEAD001429,OPP00587,ACC04096,USR0115,Email,2024-11-29,Cancelled
ACT001787,LEAD019067,,ACC03152,USR0113,Email,2024-08-24,Cancelled
ACT001788,LEAD034006,OPP13920,ACC03948,USR0115,Meeting,2023-10-06,Cancelled
ACT001789,LEAD046644,,ACC04021,USR0113,Meeting,2023-08-08,Cancelled
ACT001790,LEAD020213,OPP08229,ACC01604,USR0113,Follow-up,2023-08-17,Cancelled
ACT001791,LEAD021532,OPP08773,ACC02551,USR0068,Demo,2025-03-14,Cancelled
ACT001792,LEAD057643,OPP23535,ACC03665,USR0103,Follow-up,2022-05-30,Scheduled
ACT001793,LEAD016957,,ACC03870,USR0072,Demo,2023-01-01,Completed
ACT001794,LEAD053812,,ACC03336,USR0072,Call,2024-06-26,Completed
ACT001795,LEAD058767,OPP24027,ACC03154,USR0024,Email,2025-03-22,Completed
ACT001796,LEAD009957,,ACC01710,USR0115,Call,2024-10-20,Completed
ACT001797,LEAD041142,,ACC03197,USR0115,Email,2023-06-16,Scheduled
ACT001798,LEAD010990,,ACC02657,USR0039,Meeting,2023-01-07,Completed
ACT001799,LEAD060472,,ACC02004,USR0072,Call,2022-10-12,Cancelled
ACT001800,LEAD036758,OPP15015,ACC03805,USR0068,Meeting,2025-05-31,Completed
ACT001801,LEAD006667,OPP02708,ACC04650,USR0191,Follow-up,2022-08-26,Completed
ACT001802,LEAD035880,OPP14654,ACC01024,USR0134,Demo,2023-06-25,Completed
ACT001803,LEAD035888,,ACC01796,USR0024,Follow-up,2023-07-12,Completed
ACT001804,LEAD059719,,ACC03304,USR0191,Follow-up,2024-06-16,Scheduled
ACT001805,LEAD006092,OPP02483,ACC03079,USR0103,Follow-up,2025-01-26,Cancelled
ACT001806,LEAD030201,OPP12381,ACC00091,USR0191,Call,2025-04-07,Scheduled
ACT001807,LEAD001140,,ACC00343,USR0134,Demo,2024-09-15,Cancelled
ACT001808,LEAD027638,,ACC03197,USR0103,Follow-up,2022-12-21,Completed
ACT001809,LEAD011382,OPP04625,ACC03151,USR0115,Meeting,2023-03-31,Completed
ACT001810,LEAD049734,OPP20334,ACC03669,USR0115,Demo,2024-05-18,Completed
ACT001811,LEAD008067,,ACC04282,USR0072,Meeting,2024-03-29,Cancelled
ACT001812,LEAD032670,,ACC04128,USR0072,Follow-up,2023-07-04,Completed
ACT001813,LEAD007459,,ACC04351,USR0134,Email,2022-11-12,Scheduled
ACT001814,LEAD027299,,ACC02459,USR0103,Email,2023-09-06,Cancelled
ACT001815,LEAD040447,,ACC00856,USR0103,Email,2023-01-27,Completed
ACT001816,LEAD061743,,ACC01678,USR0134,Follow-up,2022-02-10,Completed
ACT001817,LEAD059701,,ACC02719,USR0113,Call,2024-07-16,Scheduled
ACT001818,LEAD018245,,ACC03370,USR0103,Follow-up,2022-11-28,Scheduled
ACT001819,LEAD014072,OPP05734,ACC02225,USR0134,Email,2022-09-19,Cancelled
ACT001820,LEAD046307,OPP18941,ACC02576,USR0024,Meeting,2022-07-24,Completed
ACT001821,LEAD012584,OPP05124,ACC04211,USR0039,Demo,2023-10-27,Cancelled
ACT001822,LEAD029208,,ACC01639,USR0103,Email,2024-07-04,Completed
ACT001823,LEAD010148,,ACC04562,USR0115,Meeting,2022-10-21,Cancelled
ACT001824,LEAD007669,OPP03107,ACC02909,USR0103,Follow-up,2022-08-17,Cancelled
ACT001825,LEAD018878,,ACC01226,USR0134,Demo,2023-07-27,Cancelled
ACT001826,LEAD024722,OPP10069,ACC02679,USR0113,Meeting,2024-05-01,Completed
ACT001827,LEAD040384,,ACC02418,USR0134,Meeting,2023-02-26,Cancelled
ACT001828,LEAD048568,OPP19865,ACC00001,USR0039,Email,2023-08-06,Cancelled
ACT001829,LEAD054315,OPP22202,ACC00754,USR0191,Follow-up,2024-05-31,Completed
ACT001830,LEAD060953,OPP24893,ACC03095,USR0024,Follow-up,2023-04-15,Cancelled
ACT001831,LEAD003710,,ACC01502,USR0134,Call,2024-11-21,Scheduled
ACT001832,LEAD057717,OPP23568,ACC04609,USR0103,Email,2023-06-11,Cancelled
ACT001833,LEAD036745,,ACC04117,USR0115,Meeting,2025-07-04,Scheduled
ACT001834,LEAD040960,,ACC01099,USR0113,Email,2025-04-08,Cancelled
ACT001835,LEAD059122,,ACC03480,USR0072,Demo,2024-08-09,Cancelled
ACT001836,LEAD009052,OPP03670,ACC03439,USR0039,Call,2025-04-17,Completed
ACT001837,LEAD014719,,ACC04432,USR0039,Meeting,2023-11-10,Scheduled
ACT001838,LEAD057235,OPP23384,ACC00270,USR0072,Follow-up,2022-12-19,Cancelled
ACT001839,LEAD026463,,ACC03784,USR0113,Call,2023-07-25,Cancelled
ACT001840,LEAD017677,,ACC02165,USR0115,Meeting,2024-02-20,Scheduled
ACT001841,LEAD014117,OPP05756,ACC01905,USR0072,Call,2022-10-10,Scheduled
ACT001842,LEAD009099,OPP03689,ACC04892,USR0113,Follow-up,2025-04-20,Cancelled
ACT001843,LEAD018604,OPP07585,ACC00309,USR0068,Call,2023-08-14,Cancelled
ACT001844,LEAD029323,,ACC02207,USR0039,Meeting,2024-04-20,Cancelled
ACT001845,LEAD046063,OPP18831,ACC01938,USR0068,Follow-up,2023-12-18,Scheduled
ACT001846,LEAD040762,,ACC01553,USR0103,Call,2023-02-07,Scheduled
ACT001847,LEAD039852,,ACC04741,USR0113,Email,2023-03-04,Scheduled
ACT001848,LEAD060412,,ACC04912,USR0072,Call,2022-08-18,Completed
ACT001849,LEAD022002,OPP08966,ACC03770,USR0134,Follow-up,2023-12-18,Cancelled
ACT001850,LEAD018649,,ACC02241,USR0072,Call,2023-07-12,Completed
ACT001851,LEAD038420,OPP15675,ACC02015,USR0115,Email,2023-04-01,Cancelled
ACT001852,LEAD005627,,ACC01671,USR0039,Call,2025-03-04,Completed
ACT001853,LEAD043502,OPP17773,ACC04815,USR0113,Demo,2023-07-01,Cancelled
ACT001854,LEAD061488,,ACC04399,USR0024,Call,2023-04-19,Cancelled
ACT001855,LEAD056293,OPP22973,ACC03549,USR0068,Email,2023-03-13,Completed
ACT001856,LEAD021691,,ACC01519,USR0134,Meeting,2023-11-21,Completed
ACT001857,LEAD049223,,ACC03369,USR0115,Call,2024-01-29,Completed
ACT001858,LEAD021909,,ACC00576,USR0113,Meeting,2024-01-26,Cancelled
ACT001859,LEAD025211,,ACC01415,USR0115,Follow-up,2024-06-07,Completed
ACT001860,LEAD030529,OPP12498,ACC01634,USR0024,Meeting,2025-05-01,Scheduled
ACT001861,LEAD001861,,ACC04831,USR0115,Demo,2024-10-10,Cancelled
ACT001862,LEAD053325,,ACC02543,USR0068,Demo,2023-08-17,Scheduled
ACT001863,LEAD036348,,ACC03275,USR0113,Demo,2023-12-20,Cancelled
ACT001864,LEAD027432,OPP11211,ACC00635,USR0113,Follow-up,2023-01-05,Completed
ACT001865,LEAD025363,OPP10342,ACC04129,USR0115,Follow-up,2025-02-08,Completed
ACT001866,LEAD010318,OPP04229,ACC01883,USR0191,Follow-up,2022-10-10,Completed
ACT001867,LEAD054883,OPP22448,ACC00592,USR0191,Call,2024-04-17,Scheduled
ACT001868,LEAD002420,OPP01008,ACC00352,USR0068,Follow-up,2023-07-04,Completed
ACT001869,LEAD060132,,ACC00193,USR0068,Meeting,2022-10-04,Cancelled
ACT001870,LEAD000649,OPP00269,ACC03334,USR0039,Meeting,2024-09-12,Scheduled
ACT001871,LEAD021762,,ACC01386,USR0068,Demo,2023-12-12,Cancelled
ACT001872,LEAD011174,,ACC00478,USR0191,Demo,2022-12-19,Completed
ACT001873,LEAD039497,OPP16121,ACC02843,USR0039,Email,2022-12-03,Completed
ACT001874,LEAD005339,OPP02196,ACC04226,USR0191,Demo,2025-01-03,Cancelled
ACT001875,LEAD014777,,ACC04472,USR0072,Email,2024-09-17,Scheduled
ACT001876,LEAD040911,,ACC04005,USR0039,Meeting,2023-02-17,Completed
ACT001877,LEAD060295,OPP24634,ACC00112,USR0072,Follow-up,2022-09-02,Completed
ACT001878,LEAD031331,,ACC01248,USR0039,Call,2024-03-30,Completed
ACT001879,LEAD034687,OPP14190,ACC01376,USR0115,Follow-up,2024-01-06,Scheduled
ACT001880,LEAD046518,,ACC01372,USR0072,Follow-up,2025-04-03,Completed
ACT001881,LEAD050450,,ACC00799,USR0039,Email,2023-01-19,Cancelled
ACT001882,LEAD042676,,ACC00879,USR0113,Meeting,2023-11-23,Completed
ACT001883,LEAD056673,OPP23141,ACC01656,USR0113,Follow-up,2025-08-11,Completed
ACT001884,LEAD018603,,ACC00275,USR0191,Email,2023-08-25,Completed
ACT001885,LEAD047568,OPP19469,ACC04070,USR0134,Meeting,2025-02-28,Completed
ACT001886,LEAD006838,,ACC00412,USR0072,Email,2024-01-23,Cancelled
ACT001887,LEAD059648,OPP24384,ACC00997,USR0068,Follow-up,2024-05-31,Completed
ACT001888,LEAD057732,OPP23573,ACC04419,USR0068,Follow-up,2023-07-25,Scheduled
ACT001889,LEAD025242,,ACC03717,USR0191,Follow-up,2024-06-21,Completed
ACT001890,LEAD012828,,ACC02750,USR0039,Call,2023-10-23,Scheduled
ACT001891,LEAD052908,OPP21667,ACC04195,USR0024,Email,2023-07-05,Cancelled
