AccountID,AccountName,Industry,Country,City,Employees,AnnualRevenue,AssignedSalesRepID,CreatedDate,Status
ACC00947,Apex Solutions 947,Logistics,India,Chennai,3908,39095632,USR0103,2021-01-28,Active
ACC00948,Prime Systems 948,Retail,Canada,Vancouver,3494,26239940,USR0134,2024-10-07,Active
ACC00949,Smart Solutions 949,Finance,Canada,Toronto,3836,22275652,USR0134,2024-10-29,Active
ACC00950,Digital Corporation 950,Logistics,Canada,Montreal,352,1882144,USR0134,2022-09-05,Active
ACC00951,Prime Enterprises 951,Retail,Canada,Vancouver,4938,44990118,USR0072,2023-12-24,Active
ACC00952,Infinity Enterprises 952,Education,Canada,Vancouver,1566,8049240,USR0072,2024-05-02,Active
ACC00953,Vertex Technologies 953,Insurance,Germany,Hamburg,881,9245214,USR0024,2023-11-30,Active
ACC00954,Global Solutions 954,Finance,India,Hyderabad,3301,45141175,USR0113,2020-02-21,Active
ACC00955,Global Corporation 955,Healthcare,India,Bangalore,1660,22820020,USR0024,2023-07-14,Active
ACC00956,Quantum Enterprises 956,Telecom,Germany,Munich,4787,65706362,USR0134,2022-01-23,Active
ACC00957,Dynamic Networks 957,Finance,UK,Manchester,3989,49379831,USR0103,2022-02-16,Active
ACC00958,Bright Solutions 958,Finance,USA,Dallas,4028,48928116,USR0068,2021-08-03,Active
ACC00959,Apex Solutions 959,Telecom,USA,New York,4100,18195800,USR0024,2021-01-03,Active
ACC00960,Fusion Corporation 960,Logistics,India,Bangalore,809,4249677,USR0072,2024-10-30,Active
ACC00961,Bright Software 961,Manufacturing,Canada,Montreal,4098,49307136,USR0103,2024-08-29,Active
ACC00962,Infinity Corporation 962,Healthcare,UK,Birmingham,164,740788,USR0191,2023-10-29,Active
ACC00963,Elite Networks 963,Software,Canada,Vancouver,3645,42030495,USR0068,2019-05-28,Active
ACC00964,Vertex Consulting 964,Finance,Canada,Montreal,1364,16438928,USR0039,2023-10-31,Active
ACC00965,Nova Enterprises 965,Logistics,Germany,Berlin,4680,56333160,USR0134,2024-04-08,Active
ACC00966,Infinity Systems 966,Automotive,UK,London,3226,26824190,USR0115,2024-07-19,Active
ACC00967,Elite Group 967,Automotive,Canada,Vancouver,2645,13240870,USR0191,2019-04-26,Active
ACC00968,Blue Systems 968,Telecom,Canada,Vancouver,4803,21325320,USR0072,2022-10-29,Active
ACC00969,Prime Enterprises 969,Retail,Canada,Vancouver,3394,33108470,USR0113,2019-08-20,Active
ACC00970,Quantum Software 970,Healthcare,Canada,Montreal,715,3627195,USR0113,2022-06-02,Active
ACC00971,United Systems 971,Telecom,USA,Boston,2691,12410892,USR0068,2024-03-02,Active
ACC00972,Rapid Consulting 972,Education,Germany,Munich,187,2186965,USR0134,2019-04-02,Active
ACC00973,Elite Group 973,Healthcare,Germany,Munich,4710,26380710,USR0103,2024-06-23,Active
ACC00974,Vision Corporation 974,Education,Germany,Hamburg,2801,18850730,USR0134,2022-05-11,Active
ACC00975,Smart Software 975,Manufacturing,Germany,Hamburg,637,8140223,USR0039,2021-05-26,Active
ACC00976,Future Technologies 976,Automotive,Canada,Montreal,3313,25510100,USR0024,2020-01-12,Active
ACC00977,Prime Group 977,Logistics,Canada,Vancouver,571,7582880,USR0068,2024-12-15,Active
ACC00978,Smart Software 978,Telecom,Canada,Toronto,2492,30571856,USR0068,2022-05-13,Active
ACC00979,Infinity Corporation 979,Logistics,India,Hyderabad,3315,26904540,USR0113,2024-10-11,Active
ACC00980,Infinity Systems 980,Retail,USA,Boston,1548,20822148,USR0068,2024-08-06,Active
ACC00981,Bright Industries 981,Insurance,UK,Birmingham,3573,47431575,USR0072,2019-09-03,Active
ACC00982,Vision Corporation 982,Telecom,Germany,Berlin,1989,12858885,USR0024,2022-05-14,Active
ACC00983,Smart Corporation 983,Finance,USA,Chicago,3398,28451454,USR0113,2022-03-21,Active
ACC00984,Future Group 984,Retail,India,Hyderabad,1973,11561780,USR0024,2020-09-06,Active
ACC00985,Apex Software 985,Telecom,Canada,Vancouver,3996,52635312,USR0113,2023-11-22,Active
ACC00986,Blue Software 986,Manufacturing,India,Bangalore,1137,5090349,USR0115,2021-11-24,Active
ACC00987,Infinity Systems 987,Education,USA,Seattle,183,897798,USR0068,2019-12-10,Active
ACC00988,Fusion Industries 988,Telecom,USA,Seattle,2997,44268687,USR0024,2020-01-05,Active
ACC00989,Next Software 989,Automotive,USA,Boston,4118,24609168,USR0068,2024-11-07,Active
ACC00990,Cloud Industries 990,Education,Germany,Berlin,1970,27239190,USR0068,2020-05-15,Active
ACC00991,United Group 991,Finance,Germany,Hamburg,1952,21331456,USR0068,2021-06-11,Active
ACC00992,Prime Systems 992,Automotive,India,Bangalore,3620,38697800,USR0039,2021-11-07,Active
ACC00993,Blue Networks 993,Logistics,UK,Manchester,945,8679825,USR0103,2023-10-02,Active
ACC00994,Quantum Industries 994,Software,India,Bangalore,3913,39227825,USR0039,2022-06-16,Active
ACC00995,Fusion Technologies 995,Manufacturing,USA,Chicago,2092,27311060,USR0103,2023-04-25,Active
ACC00996,Dynamic Solutions 996,Telecom,UK,London,3644,37766416,USR0103,2019-02-02,Active
ACC00997,Future Industries 997,Logistics,USA,Chicago,2456,18287376,USR0113,2020-10-18,Active
ACC00998,United Enterprises 998,Telecom,USA,Dallas,676,8149180,USR0191,2024-04-13,Active
ACC00999,United Enterprises 999,Education,USA,Chicago,2157,26520315,USR0072,2019-09-29,Active
ACC01000,Smart Group 1000,Software,UK,Birmingham,2696,30804496,USR0115,2019-04-23,Active
ACC01001,Vertex Networks 1001,Education,India,Pune,3302,24031956,USR0103,2022-06-05,Active
ACC01002,Rapid Solutions 1002,Automotive,USA,Chicago,2064,25717440,USR0191,2020-06-16,Active
ACC01003,Smart Corporation 1003,Automotive,Germany,Munich,1113,9204510,USR0103,2020-12-11,Active
ACC01004,United Industries 1004,Telecom,India,Pune,3415,34225130,USR0024,2021-01-15,Active
ACC01005,Elite Group 1005,Healthcare,India,Pune,208,2735200,USR0113,2021-07-25,Active
ACC01006,Bright Software 1006,Automotive,Canada,Montreal,1402,6750630,USR0113,2023-07-01,Active
ACC01007,Smart Group 1007,Automotive,Canada,Toronto,749,7510972,USR0039,2020-11-27,Active
ACC01008,Prime Technologies 1008,Retail,UK,Manchester,3736,45190656,USR0039,2020-04-30,Active
ACC01009,Vision Software 1009,Telecom,Canada,Vancouver,4068,41733612,USR0024,2020-06-17,Active
ACC01010,Vision Group 1010,Telecom,India,Bangalore,1571,17050063,USR0191,2021-01-08,Active
ACC01011,Next Technologies 1011,Retail,Canada,Vancouver,1949,27519880,USR0134,2024-01-22,Active
ACC01012,Dynamic Group 1012,Education,Germany,Berlin,104,1214928,USR0115,2020-06-29,Active
ACC01013,Elite Software 1013,Healthcare,Germany,Hamburg,3487,48064808,USR0191,2021-11-15,Active
ACC01014,Prime Consulting 1014,Education,USA,New York,2746,21547862,USR0068,2024-04-12,Active
ACC01015,Fusion Group 1015,Manufacturing,USA,New York,2097,25721802,USR0039,2023-04-10,Active
ACC01016,Elite Corporation 1016,Manufacturing,India,Chennai,356,4809560,USR0134,2021-01-04,Active
ACC01017,Vertex Consulting 1017,Education,Germany,Munich,3854,23744494,USR0024,2020-01-03,Active
ACC01018,Cloud Enterprises 1018,Finance,India,Bangalore,977,8921964,USR0113,2019-06-30,Active
ACC01019,Digital Industries 1019,Insurance,Canada,Vancouver,2337,19425144,USR0072,2021-12-16,Active
ACC01020,United Enterprises 1020,Software,India,Bangalore,4044,26197032,USR0134,2023-12-08,Active
ACC01021,Vision Systems 1021,Manufacturing,USA,Chicago,1520,6972240,USR0113,2024-04-10,Active
ACC01022,Vertex Networks 1022,Education,Germany,Berlin,4074,19017432,USR0024,2023-12-14,Active
ACC01023,Infinity Networks 1023,Education,Germany,Munich,941,6045925,USR0039,2020-05-21,Active
ACC01024,Global Software 1024,Automotive,Canada,Toronto,1398,17244330,USR0024,2022-01-22,Active
ACC01025,Rapid Software 1025,Telecom,UK,London,4329,57796479,USR0039,2021-01-09,Active
ACC01026,Global Software 1026,Manufacturing,Germany,Hamburg,792,7432128,USR0024,2019-04-17,Active
ACC01027,Prime Enterprises 1027,Software,Canada,Montreal,888,8258400,USR0115,2020-09-21,Active
ACC01028,Global Networks 1028,Education,Germany,Munich,2226,30574110,USR0113,2019-01-24,Active
ACC01029,Blue Group 1029,Software,Germany,Munich,4682,28644476,USR0134,2021-05-15,Active
ACC01030,Nova Corporation 1030,Healthcare,USA,New York,4502,62429234,USR0113,2023-04-12,Active
ACC01031,Elite Industries 1031,Retail,India,Mumbai,3287,17950307,USR0134,2019-03-26,Active
ACC01032,Vertex Enterprises 1032,Logistics,Germany,Munich,1282,7659950,USR0072,2022-05-07,Active
ACC01033,Smart Industries 1033,Education,UK,London,2961,44127783,USR0191,2020-01-29,Active
ACC01034,Cloud Software 1034,Automotive,Germany,Munich,3199,37764195,USR0191,2022-01-04,Active
ACC01035,Fusion Enterprises 1035,Telecom,USA,Seattle,3036,42677052,USR0191,2021-02-02,Active
ACC01036,Smart Solutions 1036,Finance,USA,Boston,2819,32683486,USR0115,2021-07-07,Active
ACC01037,Digital Consulting 1037,Healthcare,UK,London,2401,28022071,USR0072,2023-11-27,Active
ACC01038,Digital Industries 1038,Telecom,India,Mumbai,2480,20021040,USR0115,2024-11-12,Active
ACC01039,Nova Group 1039,Healthcare,USA,Boston,646,3060748,USR0068,2024-10-03,Active
ACC01040,Cloud Enterprises 1040,Education,Germany,Berlin,3826,56728102,USR0191,2021-11-03,Active
ACC01041,Future Group 1041,Finance,USA,Boston,153,897498,USR0113,2024-03-10,Active
ACC01042,Vertex Enterprises 1042,Automotive,USA,New York,3429,30435804,USR0103,2022-07-09,Active
ACC01043,Bright Networks 1043,Finance,UK,Manchester,2816,19897856,USR0039,2021-05-14,Active
ACC01044,Global Group 1044,Software,Canada,Montreal,891,9896337,USR0113,2024-12-28,Active
ACC01045,Apex Enterprises 1045,Logistics,USA,New York,1426,21024944,USR0072,2024-05-08,Active
ACC01046,Elite Group 1046,Healthcare,Germany,Munich,2975,31151225,USR0072,2022-05-24,Active
ACC01047,Next Systems 1047,Software,USA,Chicago,936,3987360,USR0191,2021-02-09,Active
ACC01048,Vision Networks 1048,Healthcare,India,Mumbai,3589,51168373,USR0191,2021-02-20,Active
ACC01049,Nova Networks 1049,Finance,India,Hyderabad,3476,15144932,USR0191,2020-04-22,Active
ACC01050,Next Networks 1050,Retail,Germany,Munich,180,2045520,USR0115,2021-09-20,Active
ACC01051,Nova Group 1051,Telecom,Germany,Berlin,2754,11371266,USR0113,2020-02-25,Active
ACC01052,Smart Networks 1052,Logistics,UK,Birmingham,4560,39963840,USR0103,2019-06-01,Active
ACC01053,Elite Networks 1053,Insurance,UK,Birmingham,4016,31320784,USR0115,2019-09-06,Active
ACC01054,Apex Enterprises 1054,Telecom,UK,Manchester,4552,22942080,USR0191,2022-01-02,Active
ACC01055,Digital Solutions 1055,Software,Germany,Hamburg,2860,32446700,USR0039,2023-11-22,Active
ACC01056,Vertex Industries 1056,Insurance,India,Hyderabad,2836,31700808,USR0134,2021-08-08,Active
ACC01057,Quantum Group 1057,Telecom,Canada,Montreal,3857,23712836,USR0024,2022-04-16,Active
ACC01058,Smart Corporation 1058,Logistics,Germany,Berlin,1717,14812559,USR0191,2019-12-20,Active
ACC01059,Next Systems 1059,Telecom,India,Mumbai,4982,60097866,USR0039,2020-02-18,Active
ACC01060,Digital Industries 1060,Education,India,Mumbai,4581,21851370,USR0024,2019-03-16,Active
ACC01061,Future Corporation 1061,Education,India,Mumbai,4144,18743312,USR0134,2019-09-18,Active
ACC01062,Smart Solutions 1062,Logistics,UK,London,1008,13312656,USR0068,2021-07-06,Active
ACC01063,Future Corporation 1063,Insurance,Canada,Toronto,4583,38414706,USR0113,2020-09-11,Active
ACC01064,Fusion Solutions 1064,Automotive,USA,Seattle,3764,21895188,USR0103,2020-03-09,Active
ACC01065,Fusion Solutions 1065,Healthcare,UK,London,4175,23910225,USR0113,2020-11-15,Active
ACC01066,Vision Corporation 1066,Healthcare,India,Bangalore,3636,44679168,USR0039,2024-08-03,Active
ACC01067,Next Corporation 1067,Telecom,Canada,Toronto,1027,7504289,USR0191,2023-12-04,Active
ACC01068,Apex Software 1068,Healthcare,Germany,Munich,2369,29077106,USR0103,2020-12-02,Active
ACC01069,Future Corporation 1069,Telecom,Germany,Munich,2030,13160490,USR0191,2024-12-09,Active
ACC01070,Quantum Systems 1070,Education,Germany,Munich,3373,38843468,USR0039,2024-10-15,Active
ACC01071,Apex Networks 1071,Education,India,Pune,4258,21886120,USR0068,2019-12-14,Active
ACC01072,United Enterprises 1072,Finance,India,Hyderabad,523,5461689,USR0103,2019-06-01,Active
ACC01073,Rapid Technologies 1073,Education,UK,Manchester,3454,36564044,USR0115,2022-05-31,Active
ACC01074,Dynamic Technologies 1074,Retail,Canada,Montreal,1223,12985814,USR0113,2024-01-02,Active
ACC01075,Infinity Group 1075,Retail,UK,Birmingham,3642,35167152,USR0024,2023-07-15,Active
ACC01076,Nova Solutions 1076,Insurance,USA,Boston,2760,28673640,USR0191,2020-05-31,Active
ACC01077,Infinity Industries 1077,Insurance,India,Pune,4211,54911440,USR0072,2022-07-02,Active
ACC01078,United Systems 1078,Retail,USA,New York,4443,60900201,USR0024,2021-11-25,Active
ACC01079,Nova Enterprises 1079,Insurance,UK,London,511,5166210,USR0072,2021-11-29,Active
ACC01080,Dynamic Solutions 1080,Logistics,USA,New York,3696,32824176,USR0039,2019-01-22,Active
ACC01081,United Software 1081,Education,UK,Birmingham,4388,60365716,USR0191,2021-08-15,Active
ACC01082,Nova Industries 1082,Retail,UK,Birmingham,1166,11878042,USR0024,2024-10-29,Active
ACC01083,Prime Corporation 1083,Healthcare,UK,Birmingham,1597,15840643,USR0024,2024-02-04,Active
ACC01084,Next Enterprises 1084,Finance,Germany,Berlin,775,3888950,USR0103,2023-10-07,Active
ACC01085,Digital Software 1085,Automotive,Germany,Berlin,3045,38433990,USR0103,2023-07-08,Active
ACC01086,Infinity Consulting 1086,Logistics,Germany,Munich,4806,58498632,USR0039,2023-10-01,Active
ACC01087,Digital Enterprises 1087,Logistics,India,Mumbai,4163,25319366,USR0115,2024-06-08,Active
ACC01088,Next Consulting 1088,Software,UK,London,1761,20182821,USR0103,2024-04-22,Active
ACC01089,Vertex Consulting 1089,Healthcare,Canada,Toronto,4948,52913912,USR0024,2020-03-27,Active
ACC01090,Dynamic Group 1090,Education,Canada,Toronto,4302,28010322,USR0068,2020-04-27,Active
ACC01091,Nova Corporation 1091,Finance,Canada,Vancouver,4000,17832000,USR0039,2020-08-08,Active
ACC01092,Rapid Enterprises 1092,Logistics,USA,Dallas,2342,17639944,USR0068,2021-01-19,Active
ACC01093,Apex Solutions 1093,Logistics,UK,Manchester,573,2711436,USR0072,2023-09-07,Active
ACC01094,Rapid Industries 1094,Automotive,UK,Manchester,2787,28374447,USR0113,2024-04-30,Active
ACC01095,Next Systems 1095,Finance,UK,Birmingham,3795,43152945,USR0113,2024-01-14,Active
ACC01096,United Solutions 1096,Telecom,UK,Birmingham,3375,34911000,USR0068,2021-08-11,Active
ACC01097,United Consulting 1097,Finance,USA,Seattle,2292,33421944,USR0103,2019-12-29,Active
ACC01098,Apex Group 1098,Retail,Canada,Montreal,1034,15043666,USR0072,2019-12-15,Active
ACC01099,Fusion Consulting 1099,Logistics,UK,London,4691,58862668,USR0113,2021-02-14,Active
ACC01100,Cloud Technologies 1100,Retail,USA,Boston,1492,6430520,USR0039,2022-01-31,Active
ACC01101,Quantum Group 1101,Telecom,Germany,Berlin,4390,61205380,USR0024,2022-08-05,Active
ACC01102,Rapid Technologies 1102,Telecom,Germany,Berlin,2804,31292640,USR0134,2021-01-09,Active
ACC01103,Apex Consulting 1103,Healthcare,Canada,Vancouver,2126,11673866,USR0134,2020-04-14,Active
ACC01104,Infinity Systems 1104,Finance,Canada,Toronto,1516,12411492,USR0103,2020-01-03,Active
ACC01105,Nova Enterprises 1105,Software,India,Pune,2684,18715532,USR0134,2019-04-22,Active
ACC01106,Nova Enterprises 1106,Manufacturing,USA,Dallas,1187,12775681,USR0191,2022-08-20,Active
ACC01107,Elite Solutions 1107,Logistics,USA,Chicago,1982,27313942,USR0039,2021-08-26,Active
ACC01108,Cloud Consulting 1108,Logistics,Germany,Berlin,2226,11114418,USR0113,2022-07-27,Active
ACC01109,Infinity Enterprises 1109,Software,USA,Seattle,256,2733056,USR0134,2021-08-15,Active
ACC01110,Future Consulting 1110,Manufacturing,UK,Birmingham,851,6837785,USR0115,2020-05-29,Active
ACC01111,Rapid Enterprises 1111,Education,Germany,Berlin,4119,30204627,USR0103,2020-08-06,Active
ACC01112,Infinity Systems 1112,Software,India,Chennai,3491,45714645,USR0068,2024-01-25,Active
ACC01113,Apex Networks 1113,Logistics,UK,Manchester,1391,5575128,USR0103,2019-09-04,Active
ACC01114,Future Group 1114,Automotive,Canada,Montreal,3134,30578438,USR0191,2021-05-21,Active
ACC01115,Cloud Industries 1115,Manufacturing,USA,Chicago,4395,58123875,USR0039,2019-10-14,Active
ACC01116,Global Enterprises 1116,Retail,USA,Chicago,4578,39270084,USR0134,2023-11-05,Active
ACC01117,Fusion Consulting 1117,Logistics,Canada,Montreal,2826,40711356,USR0103,2021-12-06,Active
ACC01118,Future Software 1118,Software,Canada,Vancouver,1745,20125085,USR0068,2022-09-07,Active
ACC01119,Next Technologies 1119,Telecom,UK,Manchester,55,228580,USR0113,2020-12-11,Active
ACC01120,Infinity Networks 1120,Insurance,Germany,Hamburg,684,10009656,USR0191,2019-11-14,Active
ACC01121,Apex Networks 1121,Telecom,USA,Dallas,3103,42979653,USR0115,2023-01-06,Active
ACC01122,Vertex Technologies 1122,Software,USA,Seattle,3054,21869694,USR0039,2023-12-26,Active
ACC01123,Quantum Technologies 1123,Automotive,Canada,Montreal,2951,21061287,USR0115,2020-01-04,Active
ACC01124,Nova Software 1124,Logistics,India,Hyderabad,2993,13773786,USR0191,2022-02-23,Active
ACC01125,Fusion Software 1125,Automotive,USA,Chicago,3264,18986688,USR0103,2022-02-10,Active
ACC01126,Cloud Networks 1126,Healthcare,India,Chennai,1607,23799670,USR0072,2020-12-19,Active
ACC01127,Rapid Systems 1127,Insurance,USA,Chicago,2146,28621202,USR0115,2021-07-22,Active
ACC01128,Future Software 1128,Software,USA,Boston,2091,27551016,USR0103,2024-02-03,Active
ACC01129,Smart Technologies 1129,Insurance,Canada,Vancouver,3353,28463617,USR0024,2020-05-13,Active
ACC01130,Bright Networks 1130,Manufacturing,Canada,Montreal,376,2886928,USR0134,2019-07-12,Active
ACC01131,Smart Consulting 1131,Education,Germany,Munich,62,646040,USR0072,2021-03-08,Active
ACC01132,Global Group 1132,Retail,USA,Chicago,3491,18219529,USR0024,2021-10-20,Active
ACC01133,Vertex Corporation 1133,Telecom,Canada,Toronto,812,3618272,USR0134,2024-05-19,Active
ACC01134,Apex Group 1134,Retail,Canada,Vancouver,2044,11785704,USR0115,2024-04-23,Active
ACC01135,United Technologies 1135,Healthcare,Canada,Montreal,1959,10175046,USR0113,2023-12-02,Active
ACC01136,Bright Group 1136,Education,USA,New York,517,2350282,USR0103,2023-03-26,Active
ACC01137,Global Systems 1137,Healthcare,USA,Seattle,468,4183452,USR0115,2023-11-04,Active
ACC01138,Prime Technologies 1138,Healthcare,UK,London,2435,24956315,USR0024,2023-07-04,Active
ACC01139,Fusion Enterprises 1139,Logistics,India,Chennai,106,1211368,USR0024,2023-04-22,Active
ACC01140,Smart Group 1140,Logistics,UK,London,2802,41088528,USR0068,2019-04-17,Active
ACC01141,Cloud Corporation 1141,Automotive,UK,London,904,5136528,USR0039,2019-02-20,Active
ACC01142,Global Group 1142,Manufacturing,India,Chennai,1052,15192984,USR0134,2024-09-15,Active
ACC01143,Dynamic Enterprises 1143,Finance,Germany,Hamburg,3662,25802452,USR0103,2021-09-22,Active
ACC01144,Blue Technologies 1144,Education,India,Bangalore,4808,53561120,USR0134,2024-10-02,Active
ACC01145,Nova Group 1145,Automotive,UK,London,1227,14346084,USR0103,2022-06-18,Active
ACC01146,United Industries 1146,Software,Canada,Toronto,4260,57970080,USR0134,2020-08-15,Active
ACC01147,Quantum Consulting 1147,Retail,UK,London,3477,33493941,USR0072,2021-03-11,Active
ACC01148,Vision Solutions 1148,Automotive,Canada,Toronto,3917,45660469,USR0024,2022-09-18,Active
ACC01149,Rapid Corporation 1149,Healthcare,UK,Manchester,3449,32365416,USR0068,2020-10-26,Active
ACC01150,Bright Technologies 1150,Retail,Germany,Berlin,50,723250,USR0024,2021-07-02,Active
ACC01151,Bright Group 1151,Retail,India,Mumbai,3958,37327898,USR0103,2023-03-20,Active
ACC01152,Elite Systems 1152,Software,USA,Dallas,101,526008,USR0024,2023-01-05,Active
ACC01153,Infinity Solutions 1153,Software,India,Bangalore,3627,26059995,USR0115,2023-01-14,Active
ACC01154,Apex Software 1154,Finance,India,Bangalore,1446,10970802,USR0191,2021-12-09,Active
ACC01155,United Consulting 1155,Manufacturing,India,Mumbai,1625,7072000,USR0039,2020-12-22,Active
ACC01156,Prime Technologies 1156,Manufacturing,India,Hyderabad,929,8866376,USR0134,2021-05-11,Active
ACC01157,Bright Software 1157,Healthcare,Canada,Vancouver,1423,17976759,USR0115,2023-11-12,Active
ACC01158,Prime Systems 1158,Education,India,Mumbai,1590,20232750,USR0134,2023-03-30,Active
ACC01159,United Group 1159,Insurance,Germany,Hamburg,2023,9621388,USR0103,2021-02-13,Active
ACC01160,Nova Systems 1160,Finance,Canada,Toronto,456,6526728,USR0068,2022-02-21,Active
ACC01161,Cloud Group 1161,Finance,Germany,Berlin,686,8033746,USR0068,2019-09-23,Active
ACC01162,Cloud Enterprises 1162,Finance,UK,Manchester,4104,51304104,USR0115,2024-03-16,Active
ACC01163,United Corporation 1163,Manufacturing,UK,Birmingham,3979,48169774,USR0191,2024-04-24,Active
ACC01164,Rapid Enterprises 1164,Retail,UK,Birmingham,319,2358686,USR0191,2021-06-18,Active
ACC01165,Bright Software 1165,Automotive,Germany,Berlin,2526,27692538,USR0072,2023-03-25,Active
ACC01166,Vertex Corporation 1166,Manufacturing,Canada,Montreal,714,4426800,USR0191,2019-12-11,Active
ACC01167,Bright Consulting 1167,Insurance,Canada,Toronto,4803,22449222,USR0103,2024-03-20,Active
ACC01168,Fusion Corporation 1168,Education,Germany,Munich,3850,42681100,USR0113,2023-08-03,Active
ACC01169,Digital Corporation 1169,Retail,Canada,Vancouver,222,1541124,USR0068,2023-12-15,Active
ACC01170,Future Solutions 1170,Insurance,Canada,Toronto,2432,29719040,USR0039,2024-10-01,Active
ACC01171,Global Industries 1171,Software,India,Pune,991,5121488,USR0024,2023-01-15,Active
ACC01172,Infinity Software 1172,Manufacturing,Canada,Toronto,2717,21996832,USR0072,2022-05-24,Active
ACC01173,Vision Group 1173,Manufacturing,India,Chennai,2159,8936101,USR0115,2022-05-11,Active
ACC01174,Dynamic Enterprises 1174,Finance,Germany,Hamburg,117,1372761,USR0191,2024-09-30,Active
ACC01175,Elite Software 1175,Automotive,India,Mumbai,3906,30580074,USR0134,2024-10-13,Active
ACC01176,Infinity Networks 1176,Telecom,Germany,Munich,723,6600267,USR0024,2021-02-08,Active
ACC01177,Smart Software 1177,Finance,Germany,Munich,4594,20640842,USR0191,2023-03-15,Active
ACC01178,Rapid Systems 1178,Education,Canada,Montreal,99,1206612,USR0115,2022-12-23,Active
ACC01179,Quantum Enterprises 1179,Education,Germany,Hamburg,3324,42573792,USR0115,2022-05-12,Active
ACC01180,Rapid Technologies 1180,Automotive,UK,London,1159,7554362,USR0024,2022-09-14,Active
ACC01181,Fusion Group 1181,Healthcare,UK,Manchester,3143,23085335,USR0072,2023-05-20,Active
ACC01182,Infinity Enterprises 1182,Manufacturing,India,Hyderabad,909,8532783,USR0115,2024-01-24,Active
ACC01183,Global Systems 1183,Software,USA,Boston,1475,6674375,USR0115,2024-06-24,Active
ACC01184,Vertex Software 1184,Manufacturing,USA,Seattle,2345,17289685,USR0024,2021-08-12,Active
ACC01185,Cloud Solutions 1185,Finance,Germany,Berlin,3039,37972305,USR0072,2019-02-15,Active
ACC01186,United Enterprises 1186,Telecom,Germany,Berlin,927,5668605,USR0103,2025-01-06,Active
ACC01187,Digital Solutions 1187,Telecom,Germany,Berlin,1084,7987996,USR0103,2022-06-22,Active
ACC01188,Digital Systems 1188,Insurance,UK,Birmingham,2562,34907250,USR0103,2021-04-11,Active
ACC01189,Bright Industries 1189,Telecom,India,Pune,1188,13426776,USR0191,2019-09-20,Active
ACC01190,Fusion Software 1190,Logistics,UK,Manchester,4683,56397369,USR0191,2024-02-28,Active
ACC01191,Rapid Technologies 1191,Telecom,USA,Dallas,3758,36381198,USR0103,2022-05-03,Active
ACC01192,Fusion Systems 1192,Logistics,Germany,Berlin,1491,21052920,USR0191,2023-11-05,Active
ACC01193,Elite Systems 1193,Finance,UK,London,3243,15290745,USR0134,2021-09-08,Active
ACC01194,Future Consulting 1194,Telecom,Canada,Montreal,566,4278394,USR0103,2024-07-14,Active
ACC01195,Infinity Solutions 1195,Telecom,Canada,Toronto,881,10804584,USR0134,2022-08-28,Active
ACC01196,Bright Systems 1196,Software,Canada,Toronto,4165,19704615,USR0191,2024-03-08,Active
ACC01197,Global Networks 1197,Software,Germany,Munich,3291,23645835,USR0113,2023-06-13,Active
ACC01198,Apex Industries 1198,Logistics,USA,Chicago,2699,40436418,USR0039,2024-03-16,Active
ACC01199,Bright Solutions 1199,Logistics,USA,Boston,2004,22386684,USR0039,2020-07-28,Active
ACC01200,Future Systems 1200,Manufacturing,India,Pune,4992,28184832,USR0024,2020-12-26,Active
ACC01201,Prime Consulting 1201,Manufacturing,Germany,Berlin,655,9825000,USR0191,2019-02-15,Active
ACC01202,Next Networks 1202,Retail,Canada,Toronto,1794,8187816,USR0191,2024-12-20,Active
ACC01203,Bright Technologies 1203,Logistics,UK,Birmingham,862,8963938,USR0068,2022-06-16,Active
ACC01204,Blue Group 1204,Education,USA,New York,3111,22725855,USR0024,2021-10-19,Active
ACC01205,Quantum Software 1205,Education,USA,New York,3474,15483618,USR0113,2019-03-01,Active
ACC01206,Vision Solutions 1206,Telecom,India,Pune,1395,9396720,USR0039,2019-06-30,Active
ACC01207,Cloud Solutions 1207,Automotive,Canada,Vancouver,4624,65979856,USR0113,2021-02-15,Active
ACC01208,Vision Consulting 1208,Healthcare,Germany,Munich,1009,7877263,USR0024,2021-05-25,Active
ACC01209,Dynamic Corporation 1209,Software,India,Pune,3314,48765510,USR0103,2022-07-19,Active
ACC01210,Elite Software 1210,Automotive,Germany,Berlin,560,8276800,USR0068,2022-02-14,Active
ACC01211,Dynamic Technologies 1211,Healthcare,USA,Chicago,3387,30279780,USR0113,2024-08-08,Active
ACC01212,Infinity Group 1212,Telecom,India,Bangalore,796,11007088,USR0103,2022-08-21,Active
ACC01213,Next Corporation 1213,Software,India,Bangalore,3969,20265714,USR0113,2022-10-04,Active
ACC01214,Fusion Group 1214,Insurance,Germany,Munich,4206,60965970,USR0134,2021-08-10,Active
ACC01215,Rapid Technologies 1215,Telecom,India,Pune,1036,9386160,USR0024,2021-08-26,Active
ACC01216,Quantum Group 1216,Manufacturing,USA,New York,1146,11615856,USR0191,2024-08-04,Active
ACC01217,Vision Systems 1217,Education,Germany,Berlin,330,2607000,USR0191,2023-12-23,Active
ACC01218,Next Industries 1218,Manufacturing,Canada,Montreal,344,4311352,USR0039,2023-08-27,Active
ACC01219,Apex Software 1219,Retail,Canada,Vancouver,2004,14773488,USR0115,2019-08-10,Active
ACC01220,Quantum Group 1220,Software,Germany,Hamburg,2654,18596578,USR0134,2023-12-17,Active
