OpportunityID,LeadID,AccountID,AssignedSalesRepID,Stage,Probability,OpportunityAmount,CreatedDate,ExpectedCloseDate
OPP04969,LEAD012214,ACC00425,USR0134,Proposal,50,38630,2024-05-07,2024-07-07
OPP04970,LEAD012217,ACC03539,USR0068,Qualification,20,167096,2024-04-06,2024-06-15
OPP04971,LEAD012221,ACC00852,USR0113,Closed Won,100,81659,2024-06-21,2024-07-17
OPP04972,LEAD012223,ACC01793,USR0103,Needs Analysis,35,30444,2024-06-17,2024-07-31
OPP04973,LEAD012231,ACC02469,USR0115,Needs Analysis,35,283951,2024-03-28,2024-05-15
OPP04974,LEAD012232,ACC00195,USR0103,Qualification,20,111049,2024-03-29,2024-05-11
OPP04975,LEAD012233,ACC00761,USR0072,Proposal,50,40500,2024-06-01,2024-07-11
OPP04976,LEAD012235,ACC01347,USR0191,Closed Lost,0,98049,2024-04-24,2024-06-24
OPP04977,LEAD012236,ACC03772,USR0191,Negotiation,75,271938,2024-06-19,2024-07-15
OPP04978,LEAD012238,ACC01563,USR0134,Qualification,20,202563,2024-06-21,2024-09-14
OPP04979,LEAD012239,ACC04343,USR0068,Needs Analysis,35,113301,2024-04-08,2024-06-29
OPP04980,LEAD012240,ACC04445,USR0024,Proposal,50,133036,2024-05-29,2024-07-20
OPP04981,LEAD012241,ACC00518,USR0134,Closed Won,100,77564,2024-04-24,2024-06-13
OPP04982,LEAD012242,ACC02456,USR0068,Needs Analysis,35,242015,2024-04-22,2024-06-15
OPP04983,LEAD012244,ACC00497,USR0068,Proposal,50,283116,2024-04-30,2024-06-13
OPP04984,LEAD012246,ACC02677,USR0024,Negotiation,75,111183,2024-05-22,2024-08-18
OPP04985,LEAD012249,ACC04416,USR0115,Needs Analysis,35,209306,2024-06-11,2024-08-25
OPP04986,LEAD012250,ACC04500,USR0103,Closed Won,100,273041,2024-04-15,2024-05-30
OPP04987,LEAD012255,ACC00313,USR0072,Closed Won,100,251197,2024-04-26,2024-06-05
OPP04988,LEAD012256,ACC04704,USR0134,Qualification,20,102213,2024-05-25,2024-06-21
OPP04989,LEAD012257,ACC00195,USR0068,Closed Won,100,104200,2024-05-12,2024-06-18
OPP04990,LEAD012258,ACC01695,USR0068,Qualification,20,98770,2024-04-14,2024-06-27
OPP04991,LEAD012259,ACC01444,USR0115,Negotiation,75,52330,2024-06-30,2024-08-06
OPP04992,LEAD012261,ACC01450,USR0039,Proposal,50,5511,2024-04-03,2024-05-11
OPP04993,LEAD012263,ACC03465,USR0072,Negotiation,75,136442,2024-04-19,2024-06-14
OPP04994,LEAD012266,ACC04653,USR0191,Negotiation,75,91081,2024-03-26,2024-06-14
OPP04995,LEAD012267,ACC03611,USR0103,Proposal,50,130323,2024-04-22,2024-05-14
OPP04996,LEAD012274,ACC01634,USR0024,Qualification,20,204388,2024-06-07,2024-06-28
OPP04997,LEAD012276,ACC02817,USR0113,Qualification,20,233949,2024-05-31,2024-07-01
OPP04998,LEAD012278,ACC00700,USR0024,Closed Won,100,197249,2024-04-07,2024-06-08
OPP04999,LEAD012279,ACC04324,USR0072,Proposal,50,95502,2024-03-28,2024-06-09
OPP05000,LEAD012283,ACC04184,USR0024,Negotiation,75,287206,2024-06-13,2024-07-29
OPP05001,LEAD012285,ACC00168,USR0103,Negotiation,75,97847,2024-05-03,2024-05-23
OPP05002,LEAD012286,ACC03218,USR0072,Closed Lost,0,156770,2024-05-20,2024-06-21
OPP05003,LEAD012287,ACC01854,USR0103,Needs Analysis,35,116918,2024-05-02,2024-07-23
OPP05004,LEAD012292,ACC01717,USR0024,Negotiation,75,12487,2024-04-16,2024-06-20
OPP05005,LEAD012294,ACC00953,USR0113,Proposal,50,275305,2024-05-08,2024-07-13
OPP05006,LEAD012295,ACC01825,USR0134,Proposal,50,152475,2024-05-04,2024-07-24
OPP05007,LEAD012299,ACC02267,USR0103,Negotiation,75,56338,2024-03-31,2024-06-27
OPP05008,LEAD012304,ACC00894,USR0113,Negotiation,75,242877,2023-11-22,2024-02-12
OPP05009,LEAD012309,ACC01089,USR0113,Qualification,20,222355,2023-11-03,2024-01-20
OPP05010,LEAD012310,ACC02955,USR0191,Closed Won,100,36527,2023-09-12,2023-10-23
OPP05011,LEAD012312,ACC03741,USR0134,Proposal,50,59475,2023-10-28,2023-12-29
OPP05012,LEAD012314,ACC02433,USR0072,Qualification,20,60549,2023-10-07,2023-12-13
OPP05013,LEAD012317,ACC04449,USR0113,Needs Analysis,35,290394,2023-12-04,2024-02-04
OPP05014,LEAD012324,ACC04021,USR0039,Needs Analysis,35,248298,2023-09-11,2023-10-21
OPP05015,LEAD012325,ACC01498,USR0115,Needs Analysis,35,201535,2023-09-24,2023-10-27
OPP05016,LEAD012327,ACC00504,USR0103,Closed Won,100,20954,2023-10-31,2023-12-02
OPP05017,LEAD012329,ACC03605,USR0191,Needs Analysis,35,127675,2023-10-14,2023-11-16
OPP05018,LEAD012330,ACC03959,USR0115,Closed Won,100,68993,2023-10-01,2023-12-11
OPP05019,LEAD012331,ACC02571,USR0024,Proposal,50,138548,2023-11-13,2024-01-26
OPP05020,LEAD012332,ACC00428,USR0039,Needs Analysis,35,171088,2023-11-14,2023-12-25
OPP05021,LEAD012334,ACC01154,USR0024,Qualification,20,294618,2023-10-08,2023-10-29
OPP05022,LEAD012337,ACC03569,USR0134,Closed Won,100,42866,2023-11-13,2023-12-10
OPP05023,LEAD012338,ACC04459,USR0115,Needs Analysis,35,29934,2023-10-27,2023-12-25
OPP05024,LEAD012339,ACC01121,USR0134,Closed Won,100,190710,2023-11-21,2024-01-30
OPP05025,LEAD012341,ACC03970,USR0191,Proposal,50,68018,2023-10-25,2023-12-24
OPP05026,LEAD012344,ACC03085,USR0115,Proposal,50,124523,2023-09-26,2023-10-16
OPP05027,LEAD012346,ACC02985,USR0113,Qualification,20,130100,2023-10-17,2023-12-13
OPP05028,LEAD012352,ACC04502,USR0103,Needs Analysis,35,211037,2023-10-08,2023-12-26
OPP05029,LEAD012354,ACC03473,USR0191,Qualification,20,191836,2023-09-27,2023-10-24
OPP05030,LEAD012356,ACC01478,USR0072,Negotiation,75,138515,2023-09-10,2023-12-05
OPP05031,LEAD012359,ACC00180,USR0115,Qualification,20,275187,2023-11-25,2024-02-13
OPP05032,LEAD012361,ACC02364,USR0134,Negotiation,75,264825,2023-10-13,2023-12-14
OPP05033,LEAD012364,ACC03585,USR0024,Proposal,50,94336,2023-09-30,2023-11-26
OPP05034,LEAD012367,ACC02235,USR0039,Needs Analysis,35,126375,2023-11-16,2024-01-11
OPP05035,LEAD012372,ACC04521,USR0039,Needs Analysis,35,177781,2023-10-17,2024-01-06
OPP05036,LEAD012373,ACC01042,USR0072,Closed Won,100,256062,2023-11-07,2024-01-23
OPP05037,LEAD012374,ACC04470,USR0072,Negotiation,75,203369,2023-10-23,2023-11-11
OPP05038,LEAD012377,ACC03901,USR0024,Negotiation,75,251396,2023-09-27,2023-12-23
OPP05039,LEAD012381,ACC04313,USR0191,Qualification,20,191431,2023-11-22,2023-12-26
OPP05040,LEAD012382,ACC00744,USR0134,Needs Analysis,35,152869,2023-10-01,2023-12-11
OPP05041,LEAD012394,ACC01926,USR0072,Qualification,20,120455,2023-11-28,2024-01-07
OPP05042,LEAD012396,ACC02541,USR0072,Negotiation,75,76119,2023-10-05,2023-11-24
OPP05043,LEAD012405,ACC04335,USR0072,Needs Analysis,35,196152,2023-09-23,2023-10-13
OPP05044,LEAD012408,ACC03849,USR0024,Qualification,20,110156,2023-09-24,2023-10-26
OPP05045,LEAD012411,ACC04779,USR0113,Proposal,50,15579,2023-09-15,2023-10-24
OPP05046,LEAD012415,ACC00938,USR0191,Negotiation,75,270420,2023-09-29,2023-11-02
OPP05047,LEAD012416,ACC03002,USR0072,Proposal,50,40837,2023-11-13,2023-12-30
OPP05048,LEAD012417,ACC00045,USR0134,Qualification,20,57883,2023-11-02,2023-11-25
OPP05049,LEAD012420,ACC04430,USR0115,Closed Won,100,67240,2023-10-17,2023-12-04
OPP05050,LEAD012422,ACC01765,USR0115,Negotiation,75,224980,2023-11-13,2023-12-26
OPP05051,LEAD012424,ACC03524,USR0113,Closed Won,100,88788,2023-10-28,2023-12-03
OPP05052,LEAD012427,ACC01077,USR0115,Qualification,20,284984,2023-11-28,2024-02-09
OPP05053,LEAD012429,ACC03015,USR0068,Negotiation,75,38544,2023-10-16,2023-12-17
OPP05054,LEAD012432,ACC04496,USR0134,Closed Lost,0,197890,2023-11-28,2024-01-15
OPP05055,LEAD012433,ACC02909,USR0134,Proposal,50,123966,2023-10-14,2023-12-10
OPP05056,LEAD012434,ACC00988,USR0103,Proposal,50,150804,2023-09-20,2023-12-19
OPP05057,LEAD012436,ACC00351,USR0039,Negotiation,75,198152,2023-10-04,2023-11-19
OPP05058,LEAD012439,ACC01707,USR0068,Closed Won,100,55058,2023-10-12,2023-12-21
OPP05059,LEAD012440,ACC00209,USR0134,Needs Analysis,35,6188,2023-10-22,2024-01-10
OPP05060,LEAD012444,ACC04054,USR0039,Proposal,50,168760,2023-09-18,2023-11-23
OPP05061,LEAD012446,ACC02507,USR0103,Closed Lost,0,279755,2023-09-24,2023-11-16
OPP05062,LEAD012448,ACC01354,USR0039,Qualification,20,165172,2023-11-14,2023-12-17
OPP05063,LEAD012450,ACC04740,USR0103,Needs Analysis,35,259501,2023-10-23,2023-12-05
OPP05064,LEAD012451,ACC02973,USR0191,Proposal,50,83224,2023-11-22,2023-12-26
OPP05065,LEAD012455,ACC02909,USR0072,Negotiation,75,298754,2023-11-10,2024-01-28
OPP05066,LEAD012456,ACC02744,USR0191,Proposal,50,258920,2023-12-08,2024-02-12
OPP05067,LEAD012458,ACC01215,USR0191,Proposal,50,79907,2023-10-10,2023-12-02
OPP05068,LEAD012459,ACC04146,USR0072,Needs Analysis,35,33911,2023-10-20,2024-01-04
OPP05069,LEAD012460,ACC03637,USR0072,Negotiation,75,264818,2023-10-30,2023-11-21
OPP05070,LEAD012462,ACC03569,USR0113,Proposal,50,6060,2023-10-10,2023-12-19
OPP05071,LEAD012464,ACC00120,USR0072,Proposal,50,139839,2023-10-05,2023-10-23
OPP05072,LEAD012468,ACC01674,USR0024,Closed Won,100,82416,2023-11-15,2023-12-15
OPP05073,LEAD012469,ACC01970,USR0024,Needs Analysis,35,234543,2023-11-12,2024-01-28
OPP05074,LEAD012473,ACC03279,USR0134,Proposal,50,87462,2023-10-07,2023-12-12
OPP05075,LEAD012474,ACC04281,USR0068,Closed Won,100,17328,2023-11-27,2024-01-17
OPP05076,LEAD012481,ACC02769,USR0068,Negotiation,75,225729,2023-10-20,2023-11-25
OPP05077,LEAD012482,ACC00469,USR0068,Qualification,20,180879,2023-10-17,2023-12-12
OPP05078,LEAD012484,ACC04812,USR0113,Closed Won,100,87614,2023-11-03,2023-11-30
OPP05079,LEAD012486,ACC04840,USR0115,Qualification,20,209881,2023-10-30,2023-11-15
OPP05080,LEAD012488,ACC01866,USR0191,Proposal,50,101879,2023-09-11,2023-11-28
OPP05081,LEAD012490,ACC03862,USR0024,Closed Won,100,252078,2023-09-08,2023-10-12
OPP05082,LEAD012492,ACC01786,USR0039,Qualification,20,34057,2023-09-23,2023-10-30
OPP05083,LEAD012497,ACC03852,USR0103,Qualification,20,121001,2023-10-26,2023-12-26
OPP05084,LEAD012499,ACC00988,USR0103,Negotiation,75,43419,2023-11-17,2023-12-13
OPP05085,LEAD012500,ACC04445,USR0103,Qualification,20,11305,2023-11-02,2023-12-26
OPP05086,LEAD012501,ACC01238,USR0024,Qualification,20,130703,2023-10-29,2024-01-26
OPP05087,LEAD012504,ACC03821,USR0039,Closed Lost,0,237564,2023-10-23,2023-11-07
OPP05088,LEAD012505,ACC04123,USR0103,Negotiation,75,298648,2023-11-19,2024-01-23
OPP05089,LEAD012509,ACC02300,USR0191,Qualification,20,196573,2023-09-19,2023-12-18
OPP05090,LEAD012512,ACC01769,USR0068,Negotiation,75,144951,2023-11-02,2024-01-23
OPP05091,LEAD012514,ACC01327,USR0039,Closed Won,100,291346,2023-10-18,2023-12-08
OPP05092,LEAD012516,ACC00884,USR0115,Qualification,20,83889,2023-10-17,2023-12-04
OPP05093,LEAD012519,ACC01227,USR0134,Negotiation,75,37982,2023-10-20,2024-01-08
OPP05094,LEAD012522,ACC00307,USR0024,Proposal,50,180413,2023-11-05,2023-12-18
OPP05095,LEAD012525,ACC02846,USR0039,Qualification,20,15430,2023-10-24,2023-12-21
OPP05096,LEAD012527,ACC03916,USR0115,Negotiation,75,63719,2023-11-01,2024-01-12
OPP05097,LEAD012532,ACC01922,USR0115,Closed Lost,0,142211,2023-09-30,2023-11-23
OPP05098,LEAD012535,ACC01452,USR0024,Negotiation,75,92987,2023-11-18,2024-01-23
OPP05099,LEAD012536,ACC00721,USR0115,Closed Won,100,42906,2023-11-29,2024-01-13
OPP05100,LEAD012537,ACC04225,USR0134,Negotiation,75,147852,2023-11-29,2024-01-09
OPP05101,LEAD012538,ACC04578,USR0068,Proposal,50,296271,2023-09-15,2023-10-19
OPP05102,LEAD012539,ACC02705,USR0134,Qualification,20,134110,2023-11-19,2024-02-17
OPP05103,LEAD012540,ACC00188,USR0024,Qualification,20,163356,2023-11-02,2024-01-13
OPP05104,LEAD012541,ACC03745,USR0024,Qualification,20,67592,2023-11-16,2023-12-10
OPP05105,LEAD012543,ACC02705,USR0039,Negotiation,75,135935,2023-11-13,2024-01-07
OPP05106,LEAD012544,ACC02456,USR0134,Negotiation,75,278256,2023-09-11,2023-11-20
OPP05107,LEAD012546,ACC03122,USR0103,Qualification,20,11248,2023-11-30,2024-02-23
OPP05108,LEAD012547,ACC01534,USR0113,Closed Won,100,26915,2023-10-24,2023-12-04
OPP05109,LEAD012552,ACC03745,USR0115,Negotiation,75,231553,2023-10-31,2023-12-31
OPP05110,LEAD012553,ACC01608,USR0115,Needs Analysis,35,101667,2023-11-22,2024-01-20
OPP05111,LEAD012554,ACC00908,USR0072,Qualification,20,40907,2023-09-18,2023-11-04
OPP05112,LEAD012557,ACC02071,USR0113,Qualification,20,89286,2023-10-02,2023-12-19
OPP05113,LEAD012560,ACC04649,USR0191,Negotiation,75,186779,2023-10-06,2023-12-10
OPP05114,LEAD012561,ACC04913,USR0024,Proposal,50,104691,2023-11-24,2024-01-19
OPP05115,LEAD012562,ACC00074,USR0024,Negotiation,75,32039,2023-11-05,2024-01-31
OPP05116,LEAD012568,ACC02780,USR0103,Qualification,20,198695,2023-10-11,2023-11-16
OPP05117,LEAD012569,ACC03808,USR0113,Proposal,50,264751,2023-11-03,2024-01-19
OPP05118,LEAD012570,ACC04412,USR0072,Qualification,20,209861,2023-09-28,2023-10-30
OPP05119,LEAD012571,ACC02893,USR0134,Proposal,50,273587,2023-10-25,2024-01-11
OPP05120,LEAD012573,ACC02040,USR0115,Closed Won,100,186069,2023-10-17,2023-11-24
OPP05121,LEAD012575,ACC04620,USR0024,Qualification,20,212666,2023-11-27,2023-12-13
OPP05122,LEAD012576,ACC04720,USR0072,Negotiation,75,213632,2023-10-21,2023-12-22
OPP05123,LEAD012581,ACC00243,USR0068,Qualification,20,261480,2023-10-17,2024-01-01
OPP05124,LEAD012584,ACC04211,USR0039,Needs Analysis,35,173084,2023-11-04,2023-12-07
OPP05125,LEAD012586,ACC03559,USR0024,Negotiation,75,269240,2023-09-14,2023-12-02
OPP05126,LEAD012587,ACC00292,USR0134,Proposal,50,168730,2023-10-06,2023-12-27
OPP05127,LEAD012588,ACC01686,USR0103,Proposal,50,198458,2023-09-13,2023-10-03
OPP05128,LEAD012589,ACC01783,USR0103,Closed Lost,0,151409,2023-10-21,2024-01-19
OPP05129,LEAD012590,ACC03266,USR0113,Needs Analysis,35,253421,2023-10-08,2023-12-20
OPP05130,LEAD012591,ACC02024,USR0039,Needs Analysis,35,291117,2023-11-08,2023-11-25
OPP05131,LEAD012600,ACC04043,USR0115,Proposal,50,185558,2023-10-01,2023-10-24
OPP05132,LEAD012601,ACC04388,USR0191,Closed Won,100,299137,2023-10-31,2024-01-07
OPP05133,LEAD012607,ACC02247,USR0072,Closed Won,100,155084,2023-12-10,2024-03-07
OPP05134,LEAD012614,ACC00569,USR0134,Closed Won,100,31181,2023-11-08,2024-02-06
OPP05135,LEAD012616,ACC04751,USR0024,Proposal,50,76168,2023-10-12,2023-12-04
OPP05136,LEAD012617,ACC02225,USR0115,Closed Won,100,46666,2023-09-10,2023-12-08
OPP05137,LEAD012620,ACC03215,USR0191,Needs Analysis,35,297452,2023-10-12,2023-10-27
OPP05138,LEAD012622,ACC03671,USR0039,Needs Analysis,35,250773,2023-12-10,2024-01-22
OPP05139,LEAD012623,ACC01567,USR0068,Needs Analysis,35,186294,2023-11-16,2023-12-01
OPP05140,LEAD012628,ACC02471,USR0103,Qualification,20,100136,2023-11-18,2023-12-12
OPP05141,LEAD012630,ACC04167,USR0191,Proposal,50,30114,2023-11-07,2024-01-30
OPP05142,LEAD012635,ACC02699,USR0024,Qualification,20,212741,2023-10-10,2023-12-03
OPP05143,LEAD012636,ACC03835,USR0115,Proposal,50,270026,2023-11-11,2024-02-08
OPP05144,LEAD012639,ACC03547,USR0113,Proposal,50,298835,2023-11-28,2024-02-21
OPP05145,LEAD012649,ACC03113,USR0134,Negotiation,75,275941,2023-11-17,2024-01-01
OPP05146,LEAD012652,ACC00314,USR0039,Proposal,50,176981,2023-12-03,2024-01-29
OPP05147,LEAD012654,ACC04998,USR0039,Proposal,50,180802,2023-09-22,2023-11-01
OPP05148,LEAD012659,ACC02839,USR0103,Negotiation,75,203743,2023-09-28,2023-10-23
OPP05149,LEAD012661,ACC01739,USR0113,Negotiation,75,255971,2023-11-11,2024-01-26
OPP05150,LEAD012662,ACC01576,USR0072,Qualification,20,85583,2023-11-12,2023-12-30
OPP05151,LEAD012665,ACC04549,USR0134,Negotiation,75,98273,2023-09-20,2023-11-06
OPP05152,LEAD012669,ACC01298,USR0072,Qualification,20,61455,2023-10-27,2024-01-04
OPP05153,LEAD012670,ACC02334,USR0113,Negotiation,75,27410,2023-10-11,2023-12-11
OPP05154,LEAD012671,ACC02357,USR0134,Negotiation,75,238467,2023-11-17,2024-01-07
OPP05155,LEAD012672,ACC02609,USR0134,Closed Lost,0,12350,2023-09-24,2023-12-18
OPP05156,LEAD012673,ACC03804,USR0072,Qualification,20,5820,2023-11-28,2024-01-01
OPP05157,LEAD012674,ACC00326,USR0115,Closed Won,100,274926,2023-10-09,2023-10-24
OPP05158,LEAD012681,ACC00766,USR0115,Qualification,20,179004,2023-11-24,2024-01-12
OPP05159,LEAD012685,ACC03415,USR0039,Qualification,20,258787,2023-10-25,2024-01-05
OPP05160,LEAD012688,ACC04991,USR0103,Qualification,20,30212,2023-11-20,2024-02-11
OPP05161,LEAD012689,ACC01723,USR0072,Proposal,50,9757,2023-10-13,2023-12-28
OPP05162,LEAD012690,ACC03263,USR0115,Negotiation,75,234430,2023-10-19,2023-12-18
OPP05163,LEAD012692,ACC04064,USR0024,Needs Analysis,35,100592,2023-11-04,2024-01-07
OPP05164,LEAD012694,ACC02427,USR0039,Proposal,50,23470,2023-09-19,2023-11-05
OPP05165,LEAD012696,ACC02612,USR0039,Closed Won,100,265852,2023-10-25,2023-11-20
OPP05166,LEAD012699,ACC04146,USR0103,Qualification,20,198070,2023-10-12,2023-12-09
OPP05167,LEAD012704,ACC03685,USR0134,Proposal,50,204102,2023-11-04,2024-01-26
OPP05168,LEAD012706,ACC00547,USR0113,Proposal,50,54082,2023-11-08,2024-01-06
OPP05169,LEAD012707,ACC03806,USR0068,Needs Analysis,35,97200,2023-09-10,2023-11-13
OPP05170,LEAD012708,ACC01317,USR0134,Qualification,20,160993,2023-11-21,2024-02-09
OPP05171,LEAD012713,ACC01660,USR0039,Needs Analysis,35,212020,2023-09-28,2023-11-06
OPP05172,LEAD012718,ACC04819,USR0115,Negotiation,75,110304,2023-09-25,2023-10-18
OPP05173,LEAD012722,ACC00385,USR0103,Closed Won,100,34083,2023-11-14,2024-01-31
OPP05174,LEAD012723,ACC02319,USR0024,Negotiation,75,52398,2023-10-28,2023-12-31
OPP05175,LEAD012724,ACC04931,USR0024,Negotiation,75,195812,2023-10-09,2023-11-18
OPP05176,LEAD012725,ACC02138,USR0115,Qualification,20,254780,2023-09-29,2023-11-07
OPP05177,LEAD012726,ACC03965,USR0191,Proposal,50,134152,2023-11-22,2023-12-09
OPP05178,LEAD012728,ACC01298,USR0134,Negotiation,75,171148,2023-11-14,2024-01-21
OPP05179,LEAD012729,ACC02376,USR0024,Closed Lost,0,210818,2023-11-16,2024-01-29
OPP05180,LEAD012732,ACC03611,USR0024,Qualification,20,24363,2023-11-19,2023-12-16
OPP05181,LEAD012734,ACC03454,USR0113,Proposal,50,55383,2023-12-05,2024-01-03
OPP05182,LEAD012736,ACC04083,USR0191,Proposal,50,31018,2023-09-30,2023-12-24
OPP05183,LEAD012738,ACC02575,USR0024,Negotiation,75,59981,2023-10-17,2023-12-14
OPP05184,LEAD012744,ACC01966,USR0103,Negotiation,75,75992,2023-11-08,2023-11-27
OPP05185,LEAD012746,ACC01621,USR0068,Needs Analysis,35,201298,2023-10-05,2023-12-27
OPP05186,LEAD012747,ACC02322,USR0115,Needs Analysis,35,190175,2023-09-24,2023-10-22
OPP05187,LEAD012748,ACC03760,USR0024,Closed Won,100,252946,2023-10-26,2023-11-27
OPP05188,LEAD012749,ACC01581,USR0103,Closed Won,100,181158,2023-11-05,2023-12-09
OPP05189,LEAD012750,ACC00452,USR0115,Needs Analysis,35,86337,2023-11-21,2024-01-27
OPP05190,LEAD012751,ACC03306,USR0072,Closed Lost,0,194546,2023-10-03,2023-12-03
OPP05191,LEAD012752,ACC03762,USR0068,Proposal,50,174430,2023-09-21,2023-11-13
OPP05192,LEAD012753,ACC02329,USR0068,Qualification,20,18543,2023-11-26,2024-01-16
OPP05193,LEAD012755,ACC04746,USR0115,Qualification,20,97975,2023-10-01,2023-10-27
OPP05194,LEAD012758,ACC01600,USR0039,Closed Won,100,59457,2023-11-13,2023-12-10
OPP05195,LEAD012759,ACC04379,USR0024,Qualification,20,188893,2023-10-31,2023-12-18
OPP05196,LEAD012760,ACC03066,USR0039,Needs Analysis,35,162454,2023-11-28,2023-12-28
OPP05197,LEAD012766,ACC02873,USR0134,Proposal,50,30837,2023-09-23,2023-12-21
OPP05198,LEAD012767,ACC00624,USR0134,Needs Analysis,35,288032,2023-11-11,2023-12-31
OPP05199,LEAD012769,ACC02928,USR0024,Closed Won,100,182428,2023-10-26,2024-01-19
OPP05200,LEAD012771,ACC03972,USR0191,Closed Won,100,62080,2023-10-30,2023-11-24
OPP05201,LEAD012772,ACC00114,USR0191,Closed Won,100,296534,2023-09-20,2023-12-13
OPP05202,LEAD012773,ACC01253,USR0115,Closed Won,100,262856,2023-11-04,2023-12-27
OPP05203,LEAD012775,ACC01124,USR0115,Closed Won,100,239113,2023-09-16,2023-10-06
OPP05204,LEAD012776,ACC04807,USR0134,Closed Won,100,292337,2023-11-19,2024-01-26
OPP05205,LEAD012782,ACC02748,USR0134,Negotiation,75,94269,2023-09-24,2023-11-12
OPP05206,LEAD012786,ACC03983,USR0191,Qualification,20,156151,2023-11-24,2023-12-21
OPP05207,LEAD012788,ACC01439,USR0115,Qualification,20,9547,2023-09-17,2023-12-02
OPP05208,LEAD012789,ACC01927,USR0103,Proposal,50,137381,2023-10-14,2023-12-14
OPP05209,LEAD012791,ACC02257,USR0024,Proposal,50,228906,2023-09-18,2023-11-05
OPP05210,LEAD012792,ACC01720,USR0103,Proposal,50,146390,2023-09-28,2023-12-23
OPP05211,LEAD012793,ACC03066,USR0039,Qualification,20,241399,2023-10-25,2023-11-30
OPP05212,LEAD012795,ACC04318,USR0113,Negotiation,75,171243,2023-11-20,2024-02-15
OPP05213,LEAD012798,ACC01932,USR0191,Negotiation,75,208878,2023-11-07,2023-11-24
OPP05214,LEAD012800,ACC02732,USR0191,Needs Analysis,35,188539,2023-12-09,2024-01-09
OPP05215,LEAD012802,ACC00318,USR0039,Negotiation,75,186589,2023-11-11,2024-01-30
OPP05216,LEAD012808,ACC03631,USR0068,Closed Lost,0,150577,2023-11-10,2023-11-25
OPP05217,LEAD012811,ACC02767,USR0113,Closed Won,100,237980,2023-10-24,2024-01-20
OPP05218,LEAD012815,ACC01507,USR0024,Proposal,50,120837,2023-11-23,2024-01-07
OPP05219,LEAD012816,ACC01178,USR0113,Proposal,50,26228,2023-09-20,2023-11-23
OPP05220,LEAD012817,ACC02078,USR0191,Closed Won,100,36318,2023-11-29,2024-01-20
OPP05221,LEAD012818,ACC03818,USR0191,Qualification,20,172609,2023-10-25,2024-01-23
OPP05222,LEAD012822,ACC03518,USR0115,Closed Won,100,40209,2023-10-27,2023-12-17
OPP05223,LEAD012825,ACC00235,USR0024,Needs Analysis,35,251073,2023-12-04,2024-01-03
OPP05224,LEAD012829,ACC02500,USR0103,Needs Analysis,35,252623,2023-10-10,2023-12-27
OPP05225,LEAD012830,ACC03964,USR0103,Closed Lost,0,289007,2023-10-13,2023-12-18
OPP05226,LEAD012831,ACC02514,USR0072,Negotiation,75,87014,2023-09-11,2023-10-12
OPP05227,LEAD012834,ACC03470,USR0134,Closed Won,100,175507,2023-11-09,2024-02-06
OPP05228,LEAD012835,ACC04593,USR0113,Closed Lost,0,294422,2023-11-26,2024-01-11
OPP05229,LEAD012836,ACC00877,USR0191,Negotiation,75,254609,2023-09-25,2023-11-08
OPP05230,LEAD012837,ACC00513,USR0191,Negotiation,75,227782,2023-10-04,2023-10-28
OPP05231,LEAD012842,ACC02839,USR0072,Qualification,20,268845,2023-12-08,2024-01-19
OPP05232,LEAD012848,ACC04219,USR0191,Closed Lost,0,217211,2023-10-04,2023-12-31
OPP05233,LEAD012853,ACC04648,USR0115,Negotiation,75,40487,2023-10-27,2023-11-25
OPP05234,LEAD012855,ACC02613,USR0024,Proposal,50,236893,2023-11-16,2024-01-13
OPP05235,LEAD012858,ACC03425,USR0113,Proposal,50,270300,2023-11-06,2023-12-09
OPP05236,LEAD012859,ACC02644,USR0191,Closed Won,100,8746,2023-11-30,2024-01-25
OPP05237,LEAD012861,ACC00368,USR0039,Needs Analysis,35,6163,2023-10-11,2023-12-31
OPP05238,LEAD012863,ACC03780,USR0024,Proposal,50,255200,2023-10-24,2023-12-03
OPP05239,LEAD012875,ACC02303,USR0134,Needs Analysis,35,6322,2023-09-20,2023-11-19
OPP05240,LEAD012876,ACC00203,USR0039,Closed Won,100,23528,2023-11-02,2023-12-18
OPP05241,LEAD012887,ACC04435,USR0072,Proposal,50,236692,2023-10-28,2023-12-17
OPP05242,LEAD012888,ACC03935,USR0191,Qualification,20,190488,2023-11-16,2023-12-01
OPP05243,LEAD012890,ACC01292,USR0134,Proposal,50,284546,2023-10-28,2023-11-19
OPP05244,LEAD012891,ACC02834,USR0072,Negotiation,75,268293,2023-11-26,2024-02-16
OPP05245,LEAD012896,ACC01602,USR0039,Needs Analysis,35,29361,2023-11-11,2023-12-10
OPP05246,LEAD012900,ACC03049,USR0024,Qualification,20,66311,2023-10-20,2023-12-09
OPP05247,LEAD012905,ACC01906,USR0024,Proposal,50,13727,2023-10-07,2023-10-23
OPP05248,LEAD012908,ACC01132,USR0191,Negotiation,75,22782,2023-10-30,2024-01-20
OPP05249,LEAD012909,ACC02179,USR0024,Proposal,50,77235,2023-11-26,2024-01-24
OPP05250,LEAD012910,ACC03020,USR0072,Negotiation,75,17113,2023-09-28,2023-12-09
OPP05251,LEAD012911,ACC00875,USR0072,Negotiation,75,24470,2023-10-30,2023-12-19
OPP05252,LEAD012915,ACC04116,USR0134,Closed Lost,0,211433,2023-09-23,2023-11-11
